variable,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg,DLAENA_EST
NAIRU[72],4.48109063610808,3.9784648688884574,4.967982959270465,4.167842075591618,4.78404001446483,2015 Q3,6.179565333333334,9.97202349434545,1
NAIRU[73],4.459709028508904,3.9537955118968955,4.94141126774291,4.14592604253161,4.764274882064434,2015 Q4,5.8343175,8.430710645999362,0.4
NAIRU[74],4.436816408153138,3.937824840894089,4.914960311057471,4.123328181755383,4.739148661973919,2016 Q1,5.796893633333333,3.9254931018431805,-0.2
NAIRU[75],4.418946970809756,3.923782418293555,4.897247624058417,4.108634877219039,4.723328344922796,2016 Q2,5.6870614999999995,2.2037031046728828,0.6
NAIRU[76],4.395992933301726,3.9063670203711576,4.87400940596699,4.091830367101249,4.700401354756587,2016 Q3,5.658726533333334,-2.092491342424818,0.3
NAIRU[77],4.378310843575797,3.891273570936561,4.852682302387373,4.076991179973273,4.680115831313342,2016 Q4,5.7332262,-4.082199452025481,-0.6
NAIRU[78],4.367289009764802,3.8835257951229036,4.834613715628436,4.067496253480809,4.660191761911894,2017 Q1,5.8083196,-3.3046485355948008,-0.5
NAIRU[79],4.349486267657741,3.8742660461804075,4.815964054019309,4.0530432619291785,4.644768942114334,2017 Q2,5.5925758000000005,-0.9636517848274018,0.9
NAIRU[80],4.332427263417252,3.8582853817615232,4.79732197612667,4.039624754595096,4.6233618914702594,2017 Q3,5.5341101,-1.5986130846302515,1
NAIRU[81],4.314282112138326,3.8460682171581504,4.774469501945351,4.020693588783184,4.600815136268014,2017 Q4,5.491339666666667,-0.44424773195608225,0.8
NAIRU[82],4.29658034871782,3.835153849612374,4.746894081648928,4.011294104224145,4.579710900167875,2018 Q1,5.5460239,-0.5319161477600254,0.7
NAIRU[83],4.278410552186616,3.8196664914562923,4.724078650455806,3.9955428029207494,4.558803717199135,2018 Q2,5.4403123,0.4391750580978737,0
NAIRU[84],4.2641503832226,3.808253707175151,4.708683169277732,3.9840713146194426,4.54446425017332,2018 Q3,5.1876283,3.5183928124475905,0.8
NAIRU[85],4.254457301316885,3.8054551247942445,4.701873549249309,3.9772935538555054,4.531813709061433,2018 Q4,5.042911233333333,3.4999197780220648,1.3
NAIRU[86],4.2472699711772,3.799354317090167,4.695658960307092,3.970187847741303,4.522317013809122,2019 Q1,5.042161233333333,3.2359622773336483,-0.1
NAIRU[87],4.243491158919741,3.795886778601838,4.687902610032277,3.96828635371819,4.522139741868047,2019 Q2,5.224567733333333,2.851165052596638,2
NAIRU[88],4.24881188049822,3.804313296869402,4.690829822968998,3.972501930320429,4.52754477375239,2019 Q3,5.256432566666667,2.3068088250274066,0.5
NAIRU[89],4.2595703427688925,3.8145558893411575,4.7030830554586975,3.9858733421548846,4.5358960978980845,2019 Q4,5.1711290666666665,2.1268347403926136,1.3
NAIRU[90],4.279785548688954,3.844537308015422,4.718053158345908,4.010636371817069,4.555671878556244,2020 Q1,5.1843763,2.4650631943442747,1.4
NAIRU[91],4.29270456163853,3.8636584053823824,4.734087000778776,4.022129854774529,4.568237093360606,2020 Q2,6.9041982,3.843413733926049,5.9
NAIRU[92],4.312151796318192,3.880755218203462,4.748693587262649,4.041982620515206,4.5871316464250675,2020 Q3,7.058256933333333,-0.9333966790475046,-1.8
NAIRU[93],4.330306769400602,3.9026970570069994,4.768493705318626,4.061200189417352,4.603976955789765,2020 Q4,6.771440733333334,-2.2989518224698635,-0.2
NAIRU[94],4.346941655305871,3.917350342396939,4.7847497842726625,4.0788998128369425,4.618469331948744,2021 Q1,5.928383266666667,-4.464260590811708,0.9
NAIRU[95],4.359559921462651,3.934797532300704,4.798174371900481,4.095998518774849,4.634054008695708,2021 Q2,5.201759,-6.782259633876109,0.3
NAIRU[96],4.375323322839234,3.9601988804420887,4.814419854863738,4.112740087161675,4.646969373678624,2021 Q3,4.672518066666667,1.1864545956192352,2.7
NAIRU[97],4.384817854715731,3.979644178520522,4.823735372213281,4.127034536324592,4.65675966809759,2021 Q4,4.6923769,5.202515398928043,0.4
NAIRU[98],4.390253743056783,3.9915659259903737,4.824791862540133,4.138590085487485,4.656948917618043,2022 Q1,4.0556334,9.299286684916463,1.6
NAIRU[99],4.402215830358221,4.008603713038129,4.83606117915014,4.1536591037362545,4.661867793231689,2022 Q2,3.801785766666667,8.08520966290951,-0.7
NAIRU[100],4.419428827954618,4.035680655126071,4.855520127127104,4.176372611802529,4.6795954771746775,2022 Q3,3.5312898666666666,8.939550265436758,0.9
NAIRU[101],4.436374967545908,4.0559206754687605,4.867196539747233,4.193570730585295,4.690892488944674,2022 Q4,3.4913950666666667,8.687509078839728,0.1
NAIRU[102],4.443569753464308,4.070149908225143,4.878535226582407,4.2029851014537245,4.700931741441423,2023 Q1,3.6161255,4.382547954002902,0.7
NAIRU[103],4.457030709189402,4.0795205291499945,4.893720466206448,4.217282078518345,4.714373526477793,2023 Q2,3.6082628666666667,6.271647386762602,0
NAIRU[104],4.470654174440582,4.09017855118983,4.910990754333159,4.229884600897452,4.733111430325532,2023 Q3,3.6589056666666666,1.3772214621226908,3.3
NAIRU[105],4.4699283287596465,4.0838360869238874,4.913585079916003,4.221668905929716,4.738463325163955,2023 Q4,3.896382233333333,0.5979091056057761,2.2
NAIRU[106],4.470721784681003,4.078265120454879,4.9199425097029454,4.220536274486824,4.738993491777217,2024 Q1,3.9012506,1.0662705744040046,0.7
NAIRU[107],4.477805844443603,4.078427830241775,4.934017137110571,4.221982391021952,4.7499406426703175,2024 Q2,4.047912166666666,0.9077218151117172,0.6
NAIRU[108],4.4898026951978895,4.088050227108886,4.950958693823985,4.230984425346324,4.76767727710133,2024 Q3,4.124354933333334,1.1333706509849328,0.6
NAIRU[109],4.493498883155174,4.077845721064654,4.962850518697034,4.224913066689313,4.780384543540032,2024 Q4,4.003016266666667,0.4460973940624946,1.9
NAIRU[110],4.5006450863862515,4.069396255667118,4.982327864427322,4.220536620188271,4.794497575455322,2025 Q1,4.077463366666667,3.2056416116116537,0.9
NAIRU[111],4.502865308199482,4.047246503892102,5.00463652007857,4.211194806846264,4.809144228789711,2025 Q2,4.166977666666667,2.967576814611661,1.1
NAIRU[112],4.510893779972786,4.032959986479361,5.031733601917591,4.2096419736920305,4.831571439761333,2025 Q3,4.323938933333333,2.0818595756032288,0.7977686041823271
>>>>>>> Stashed changes
